data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,nuovi_ricoverati_con_sintomi,nuovi_terapia_intensiva,nuovi_totale_ospedalizzati,nuovi_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_totale_casi,nuovi_tamponi
2020-02-24T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2,0,2,1,3,0,3,0,0,3,141,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,3,141,null,,,2,0,2,1,0,0,3,141
2020-02-26T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,3,156,null,,,0,0,0,0,0,0,0,15
2020-02-27T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2,0,2,0,2,-1,-1,0,0,2,156,null,,,0,0,0,-1,0,0,-1,0
2020-02-28T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,7,0,7,4,11,9,9,0,0,11,227,null,,,5,0,5,4,0,0,9,71
2020-02-29T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,7,0,7,4,11,0,0,0,0,11,308,null,,,0,0,0,0,0,0,0,81
2020-03-01T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,11,2,13,36,49,38,38,0,0,49,362,null,,,4,2,6,32,0,0,38,54
2020-03-02T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,12,2,14,37,51,2,2,0,0,51,434,null,,,1,0,1,1,0,0,2,72
2020-03-03T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,13,3,16,40,56,5,5,0,0,56,458,null,,,1,1,2,3,0,0,5,24
2020-03-04T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,26,13,39,43,82,26,26,0,0,82,543,null,,,13,10,23,3,0,0,26,85
2020-03-05T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,43,17,60,46,106,24,26,0,2,108,543,null,,,17,4,21,3,0,2,26,0
2020-03-06T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,57,30,87,52,139,33,35,0,4,143,793,null,,,14,13,27,6,0,2,35,250
2020-03-07T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,110,38,148,54,202,63,64,0,5,207,1046,null,,,53,8,61,2,0,1,64,253
2020-03-08T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,245,45,290,65,355,153,153,0,5,360,1636,null,,,135,7,142,11,0,0,153,590
2020-03-09T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,222,50,272,65,337,-18,-10,0,13,350,1681,null,,,-23,5,-18,0,0,8,-10,45
2020-03-10T18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,306,66,372,64,436,99,103,0,17,453,2374,null,,,84,16,100,-1,0,4,103,693
2020-03-11T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,319,75,394,86,480,44,48,0,21,501,2431,null,,,13,9,22,22,0,4,48,57
2020-03-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,368,97,465,89,554,74,79,0,26,580,2879,null,,,49,22,71,3,0,5,79,448
2020-03-13T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,556,135,691,103,794,240,260,0,46,840,3105,null,,,188,38,226,14,0,20,260,226
2020-03-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,538,150,688,126,814,20,33,0,59,873,3680,null,,,-18,15,-3,23,0,13,33,575
2020-03-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,726,171,897,133,1030,216,238,0,81,1111,4375,null,,,188,21,209,7,0,22,238,695
2020-03-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1045,186,1231,174,1405,375,405,0,111,1516,5588,null,,,319,15,334,41,0,30,405,1213
2020-03-17T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1378,206,1584,180,1764,359,381,0,133,1897,6543,null,,,333,20,353,6,0,22,381,955
2020-03-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1780,227,2007,180,2187,423,444,0,154,2341,7516,null,,,402,21,423,0,0,21,444,973
2020-03-19T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2279,257,2536,218,2754,567,591,3,175,2932,8853,null,,,499,30,529,38,3,21,591,1337
2020-03-20T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1541,280,1821,1423,3244,490,529,8,209,3461,9975,null,,,-738,23,-715,1205,5,34,529,1122
2020-03-21T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1976,301,2277,1229,3506,262,291,8,238,3752,10701,null,,,435,21,456,-194,0,29,291,726
2020-03-22T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2118,308,2426,1701,4127,621,668,10,283,4420,12701,null,,,142,7,149,472,2,45,668,2000
2020-03-23T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2194,343,2537,1992,4529,402,441,17,315,4861,13560,null,,,76,35,111,291,7,32,441,859
2020-03-24T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2404,360,2764,2360,5124,595,654,17,374,5515,15469,null,,,210,17,227,368,0,59,654,1909
2020-03-25T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2544,381,2925,2631,5556,432,509,19,449,6024,16655,null,,,140,21,161,271,2,75,509,1186
2020-03-26T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2633,408,3041,2909,5950,394,510,135,449,6534,18054,null,pd-IT-0006,pd-EN-0006,89,27,116,278,116,0,510,1399
2020-03-27T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2852,431,3283,3064,6347,397,558,176,569,7092,19705,null,,,219,23,242,155,41,120,558,1651
2020-03-28T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3094,439,3533,3318,6851,504,579,203,617,7671,21511,null,,,242,8,250,254,27,48,579,1806
2020-03-29T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2985,443,3428,3840,7268,417,535,254,684,8206,24058,null,,,-109,4,-105,522,51,67,535,2547
2020-03-30T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2985,452,3437,4218,7655,387,506,308,749,8712,25478,null,,,0,9,9,378,54,65,506,1420
2020-03-31T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3174,452,3626,4456,8082,427,589,365,854,9301,27658,null,,,189,0,189,238,57,105,589,2180
2020-04-01T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3146,453,3599,4871,8470,388,494,439,886,9795,30060,null,,,-28,1,-27,415,74,32,494,2402
2020-04-02T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3341,453,3794,5005,8799,329,558,571,983,10353,32100,null,,,195,0,195,134,132,97,558,2040
2020-04-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3300,452,3752,5378,9130,331,543,723,1043,10896,34281,null,,,-41,-1,-42,373,152,60,543,2181
2020-04-04T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3441,450,3891,5802,9693,563,813,888,1128,11709,37181,null,,,141,-2,139,424,165,85,813,2900
2020-04-05T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3472,444,3916,6261,10177,484,653,1017,1168,12362,38539,null,,,31,-6,25,459,129,40,653,1358
2020-04-06T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3484,438,3922,6623,10545,368,562,1128,1251,12924,41123,null,,,12,-6,6,362,111,83,562,2584
2020-04-07T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3553,432,3985,6719,10704,159,419,1320,1319,13343,44121,null,,,69,-6,63,96,192,68,419,2998
2020-04-08T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3493,423,3916,7073,10989,285,540,1516,1378,13883,48495,null,,,-60,-9,-69,354,196,59,540,4374
2020-04-09T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3514,412,3926,7410,11336,347,639,1732,1454,14522,52807,null,,,21,-11,10,337,216,76,639,4312
2020-04-10T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3497,394,3891,7685,11576,240,490,1904,1532,15012,57457,null,,,-17,-18,-35,275,172,78,490,4650
2020-04-11T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3435,384,3819,8351,12170,594,996,2205,1633,16008,62577,null,,,-62,-10,-72,666,301,101,996,5120
2020-04-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3429,381,3810,8695,12505,335,652,2426,1729,16660,66555,null,,,-6,-3,-9,344,221,96,652,3978
2020-04-13T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3344,379,3723,9042,12765,260,474,2543,1826,17134,69170,null,,,-85,-2,-87,347,117,97,474,2615
2020-04-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3395,367,3762,9293,13055,290,556,2708,1927,17690,71678,null,,,51,-12,39,251,165,101,556,2508
2020-04-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3338,366,3704,9491,13195,140,539,3019,2015,18229,75664,null,,,-57,-1,-58,198,311,88,539,3986
2020-04-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3418,346,3764,10019,13783,588,879,3231,2094,19108,80708,null,,,80,-20,60,528,212,79,879,5044
2020-04-17T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3266,333,3599,10399,13998,215,695,3634,2171,19803,86714,null,,,-152,-13,-165,380,403,77,695,6006
2020-04-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3271,323,3594,10629,14223,225,661,3989,2252,20464,91844,null,,,5,-10,-5,230,355,81,661,5130
2020-04-19T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3201,305,3506,10964,14470,247,593,4256,2331,21057,96569,71644,,,-70,-18,-88,335,267,79,593,4725
2020-04-20T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3299,301,3600,10957,14557,87,292,4383,2409,21349,99669,73192,,,98,-4,94,-7,127,78,292,3100
2020-04-21T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3116,293,3409,11402,14811,254,606,4659,2485,21955,105434,76406,,,-183,-8,-191,445,276,76,606,5765
2020-04-22T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3213,273,3486,11636,15122,311,784,5058,2559,22739,111513,81176,,,97,-20,77,234,399,74,784,6079
2020-04-23T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3039,261,3300,11852,15152,30,401,5358,2630,23140,117970,84648,,,-174,-12,-186,216,300,71,401,6457
2020-04-24T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2918,257,3175,12216,15391,239,682,5732,2699,23822,125300,89392,,,-121,-4,-125,364,374,69,682,7330
2020-04-25T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2937,238,3175,12327,15502,111,604,6157,2767,24426,131107,93325,,,19,-19,0,111,425,68,604,5807
2020-04-26T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2866,214,3080,12439,15519,17,394,6478,2823,24820,135142,96977,,,-71,-24,-95,112,321,56,394,4035
2020-04-27T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2830,214,3044,12464,15508,-11,278,6712,2878,25098,139348,99144,,,-36,0,-36,25,234,55,278,4206
2020-04-28T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2701,202,2903,12603,15506,-2,352,7008,2936,25450,144531,102514,,,-129,-12,-141,139,296,58,352,5183
2020-04-29T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2637,202,2839,12682,15521,15,411,7337,3003,25861,151266,106179,,,-64,0,-64,79,329,67,411,6735
2020-04-30T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2621,199,2820,12673,15493,-28,428,7730,3066,26289,156534,110157,,,-16,-3,-19,-9,393,63,428,5268
2020-05-01T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2503,181,2684,12878,15562,69,395,8025,3097,26684,162568,114786,,,-118,-18,-136,205,295,31,395,6034
2020-05-02T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2550,178,2728,12991,15719,157,495,8334,3126,27179,168479,118814,,,47,-3,44,113,309,29,495,5911
2020-02-24T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,0,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,null,,,0,0,0,0,0,0,0,8
2020-02-26T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,null,,,0,0,0,0,0,0,0,0
2020-02-27T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,null,,,0,0,0,0,0,0,0,0
2020-02-28T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,null,,,0,0,0,0,0,0,0,0
2020-02-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,31,null,,,0,0,0,0,0,0,0,23
2020-03-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,2,2,2,2,0,0,2,35,null,,,0,0,0,2,0,0,2,4
2020-03-02T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,2,2,0,0,0,0,2,35,null,,,0,0,0,0,0,0,0,0
2020-03-03T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,6,8,6,6,0,0,8,45,null,,,1,1,2,4,0,0,6,10
2020-03-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,1,1,0,0,9,58,null,,,0,0,0,1,0,0,1,13
2020-03-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,0,0,0,0,9,88,null,,,0,0,0,0,0,0,0,30
2020-03-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,12,16,7,7,0,0,16,110,null,,,1,1,2,5,0,0,7,22
2020-03-07T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,20,24,8,8,0,0,24,134,null,,,0,0,0,8,0,0,8,24
2020-03-08T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,22,26,2,2,0,0,26,168,null,,,0,0,0,2,0,0,2,34
2020-03-09T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,2,6,22,28,2,2,0,0,28,183,null,,,2,0,2,0,0,0,2,15
2020-03-10T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,2,10,27,37,9,9,0,0,37,260,null,,,4,0,4,5,0,0,9,77
2020-03-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,5,12,32,44,7,9,2,0,46,340,null,,,-1,3,2,5,2,0,9,80
2020-03-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,8,16,46,62,18,18,2,0,64,458,null,,,1,3,4,14,0,0,18,118
2020-03-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,10,21,52,73,11,12,2,1,76,576,null,,,3,2,5,6,0,1,12,118
2020-03-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,21,11,32,71,103,30,31,3,1,107,748,null,,,10,1,11,19,1,0,31,172
2020-03-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,13,38,101,139,36,36,3,1,143,965,null,,,4,2,6,30,0,0,36,217
2020-03-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,30,15,45,114,159,20,21,4,1,164,1093,null,,,5,2,7,13,1,0,21,128
2020-03-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,36,21,57,135,192,33,33,4,1,197,1323,null,,,6,6,12,21,0,0,33,230
2020-03-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,54,21,75,166,241,49,50,4,2,247,1601,null,,,18,0,18,31,0,1,50,278
2020-03-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,69,21,90,238,328,87,87,4,2,334,1954,null,,,15,0,15,72,0,0,87,353
2020-03-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,24,99,285,384,56,61,4,7,395,2303,null,,,6,3,9,47,0,5,61,349
2020-03-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,92,29,121,326,447,63,67,5,10,462,2712,null,,,17,5,22,41,1,3,67,409
2020-03-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,97,35,132,368,500,53,59,5,16,521,3135,null,,,5,6,11,42,0,6,59,423
2020-03-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,106,42,148,408,556,56,56,5,16,577,3561,null,,,9,7,16,40,0,0,56,426
2020-03-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,105,43,148,476,624,68,71,5,19,648,4108,null,,,-1,1,0,68,0,3,71,547
2020-03-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,123,44,167,519,686,62,62,5,19,710,4707,null,,,18,1,19,43,0,0,62,599
2020-03-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,144,46,190,580,770,84,92,12,20,802,5428,null,,,21,2,23,61,7,1,92,721
2020-03-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,149,46,195,629,824,54,82,39,21,884,6137,null,,,5,0,5,49,27,1,82,709
2020-03-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,44,203,695,898,74,85,43,28,969,7028,null,,,10,-2,8,66,4,7,85,891
2020-03-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,166,46,212,685,897,-1,54,95,31,1023,7685,null,,,7,2,9,-10,52,3,54,657
2020-03-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,47,220,614,834,-63,28,184,33,1051,8150,null,,,7,1,8,-71,89,2,28,465
2020-03-31T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,176,43,219,632,851,17,27,190,37,1078,8685,null,,,3,-4,-1,18,6,4,27,535
2020-04-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,45,218,646,864,13,17,194,37,1095,9080,null,,,-3,2,-1,14,4,0,17,395
2020-04-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,171,47,218,667,885,21,33,205,38,1128,9737,null,,,-2,2,0,21,11,1,33,657
2020-04-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,165,48,213,707,920,35,51,220,39,1179,10614,null,,,-6,1,-5,40,15,1,51,877
2020-04-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,167,44,211,716,927,7,31,242,41,1210,11809,null,,,2,-4,-2,9,22,2,31,1195
2020-04-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,45,204,694,898,-29,29,298,43,1239,12448,null,,,-8,1,-7,-22,56,2,29,639
2020-04-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,46,205,667,872,-26,14,337,44,1253,12573,null,,,0,1,1,-27,39,1,14,125
2020-04-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,157,41,198,648,846,-26,10,368,49,1263,13274,null,,,-2,-5,-7,-19,31,5,10,701
2020-04-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,155,41,196,627,823,-23,26,416,50,1289,14105,null,,,-2,0,-2,-21,48,1,26,831
2020-04-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,154,38,192,600,792,-31,9,455,51,1298,15170,null,,,-1,-3,-4,-27,39,1,9,1065
2020-04-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,146,39,185,567,752,-40,4,498,52,1302,16325,null,,,-8,1,-7,-33,43,1,4,1155
2020-04-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,137,39,176,547,723,-29,7,534,52,1309,17661,null,,,-9,0,-9,-20,36,0,7,1336
2020-04-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,129,39,168,519,687,-36,10,580,52,1319,18672,null,,,-8,0,-8,-28,46,0,10,1011
2020-04-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,38,165,460,625,-62,1,643,52,1320,18740,null,,,-2,-1,-3,-59,63,0,1,68
2020-04-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,37,164,458,622,-3,1,646,53,1321,18956,null,,,0,-1,-1,-2,3,1,1,216
2020-04-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,122,37,159,423,582,-40,1,686,54,1322,20258,null,,,-5,0,-5,-35,40,1,1,1302
2020-04-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,116,33,149,387,536,-46,7,738,55,1329,21487,null,,,-6,-4,-10,-36,52,1,7,1229
2020-04-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,111,31,142,352,494,-42,8,786,57,1337,22818,null,,,-5,-2,-7,-35,48,2,8,1331
2020-04-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,109,32,141,290,431,-63,7,856,57,1344,24106,null,,,-2,1,-1,-62,70,0,7,1288
2020-04-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,108,30,138,298,436,5,4,854,58,1348,25170,16790,,,-1,-2,-3,8,-2,1,4,1064
2020-04-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,113,29,142,282,424,-12,1,867,58,1349,25562,17099,,,5,-1,4,-16,13,0,1,392
2020-04-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,107,22,129,278,407,-17,4,886,60,1353,26639,17873,,,-6,-7,-13,-4,19,2,4,1077
2020-04-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,97,20,117,254,371,-36,4,925,61,1357,27655,18679,,,-10,-2,-12,-24,39,1,4,1016
2020-04-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,100,19,119,236,355,-16,5,946,61,1362,29011,19627,,,3,-1,2,-18,21,0,5,1356
2020-04-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,94,19,113,209,322,-33,1,979,62,1363,30524,20733,,,-6,0,-6,-27,33,1,1,1513
2020-04-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,95,18,113,184,297,-25,3,1006,63,1366,31939,21842,,,1,-1,0,-25,27,1,3,1415
2020-04-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,91,17,108,188,296,-1,2,1008,64,1368,32569,22320,,,-4,-1,-5,4,2,1,2,630
2020-04-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,90,16,106,181,287,-9,2,1018,65,1370,32823,22492,,,-1,-1,-2,-7,10,1,2,254
2020-04-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,80,17,97,178,275,-12,9,1039,65,1379,33881,23263,,,-10,1,-9,-3,21,0,9,1058
2020-04-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,77,16,93,168,261,-14,12,1064,66,1391,34937,24079,,,-3,-1,-4,-10,25,1,12,1056
2020-04-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,68,16,84,149,233,-28,1,1092,67,1392,36459,25317,,,-9,0,-9,-19,28,1,1,1522
2020-05-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,60,13,73,131,204,-29,1,1121,68,1393,37762,26285,,,-8,-3,-11,-18,29,1,1,1303
2020-05-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,60,13,73,123,196,-8,1,1130,68,1394,38072,26463,,,0,0,0,-8,9,0,1,310
2020-02-24T18:00:00,ITA,11,Marche,43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,0,16,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,11,Marche,43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,0,21,null,,,0,0,0,0,0,0,0,21
2020-02-26T18:00:00,ITA,11,Marche,43.61675973,13.5188753,1,0,1,0,1,1,1,0,0,1,28,null,,,1,0,1,0,0,0,1,7
2020-02-27T18:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,0,3,2,2,0,0,3,46,null,,,1,1,2,0,0,0,2,18
2020-02-28T18:00:00,ITA,11,Marche,43.61675973,13.5188753,3,2,5,1,6,3,3,0,0,6,47,null,,,1,1,2,1,0,0,3,1
2020-02-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,6,2,8,3,11,5,5,0,0,11,68,null,,,3,0,3,2,0,0,5,21
2020-03-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,5,17,8,25,14,14,0,0,25,101,null,,,6,3,9,5,0,0,14,33
2020-03-02T18:00:00,ITA,11,Marche,43.61675973,13.5188753,17,6,23,11,34,9,10,0,1,35,137,null,,,5,1,6,3,0,1,10,36
2020-03-03T18:00:00,ITA,11,Marche,43.61675973,13.5188753,27,13,40,19,59,25,26,0,2,61,200,null,,,10,7,17,8,0,1,26,63
2020-03-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,34,15,49,31,80,21,23,0,4,84,288,null,,,7,2,9,12,0,2,23,88
2020-03-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,57,19,76,44,120,40,40,0,4,124,413,null,,,23,4,27,13,0,0,40,125
2020-03-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,73,20,93,62,155,35,35,0,4,159,585,null,,,16,1,17,18,0,0,35,172
2020-03-07T18:00:00,ITA,11,Marche,43.61675973,13.5188753,94,36,130,71,201,46,48,0,6,207,816,null,,,21,16,37,9,0,2,48,231
2020-03-08T18:00:00,ITA,11,Marche,43.61675973,13.5188753,110,41,151,114,265,64,65,0,7,272,1025,null,,,16,5,21,43,0,1,65,209
2020-03-09T18:00:00,ITA,11,Marche,43.61675973,13.5188753,136,47,183,130,313,48,51,0,10,323,1250,null,,,26,6,32,16,0,3,51,225
2020-03-10T18:00:00,ITA,11,Marche,43.61675973,13.5188753,152,54,206,175,381,68,71,0,13,394,1437,null,,,16,7,23,45,0,3,71,187
2020-03-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,212,66,278,183,461,80,85,0,18,479,1656,null,,,60,12,72,8,0,5,85,219
2020-03-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,254,76,330,240,570,109,113,0,22,592,1907,null,,,42,10,52,57,0,4,113,251
2020-03-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,337,85,422,276,698,128,133,0,27,725,2218,null,,,83,9,92,36,0,5,133,311
2020-03-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,449,93,542,321,863,165,174,0,36,899,2561,null,,,112,8,120,45,0,9,174,343
2020-03-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,521,98,619,468,1087,224,234,0,46,1133,2946,null,,,72,5,77,147,0,10,234,385
2020-03-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,528,110,638,547,1185,98,109,0,57,1242,3225,null,,,7,12,19,79,0,11,109,279
2020-03-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,599,109,708,594,1302,117,129,0,69,1371,3225,null,,,71,-1,70,47,0,12,129,0
2020-03-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,638,119,757,719,1476,174,197,0,92,1568,4109,null,,,39,10,49,125,0,23,197,884
2020-03-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,656,141,797,825,1622,146,169,0,115,1737,4512,null,,,18,22,40,106,0,23,169,403
2020-03-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,704,138,842,1002,1844,222,244,0,137,1981,5170,null,,,48,-3,45,177,0,22,244,658
2020-03-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,742,141,883,1114,1997,153,172,2,154,2153,5740,null,,,38,3,41,112,2,17,172,570
