data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,nuovi_ricoverati_con_sintomi,nuovi_terapia_intensiva,nuovi_totale_ospedalizzati,nuovi_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_totale_casi,nuovi_tamponi
2020-05-01T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,399,30,429,1742,2171,14,28,786,237,3194,82860,77490,,,-9,-3,-12,26,12,2,28,3191
2020-05-02T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,396,30,426,1760,2186,15,19,787,240,3213,84352,77590,,,-3,0,-3,18,1,3,19,1492
2020-02-24T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,null,,,0,0,0,0,0,0,0,7
2020-02-26T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,null,,,0,0,0,0,0,0,0,0
2020-02-27T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,null,,,0,0,0,0,0,0,0,2
2020-02-28T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,null,,,0,0,0,0,0,0,0,0
2020-02-29T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,null,,,0,0,0,0,0,0,0,0
2020-03-01T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,10,null,,,0,0,0,0,0,0,0,1
2020-03-02T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,11,null,,,0,0,0,0,0,0,0,1
2020-03-03T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,12,null,,,0,0,0,0,0,0,0,1
2020-03-04T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,15,null,,,0,0,0,0,0,0,0,3
2020-03-05T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,2,2,2,2,0,0,2,21,null,,,0,0,0,2,0,0,2,6
2020-03-06T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,0,0,0,7,7,5,5,0,0,7,28,null,,,0,0,0,5,0,0,5,7
2020-03-07T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,1,0,1,7,8,1,1,0,0,8,32,null,,,1,0,1,0,0,0,1,4
2020-03-08T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,1,0,1,8,9,1,1,0,0,9,41,null,,,0,0,0,1,0,0,1,9
2020-03-09T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,4,0,4,11,15,6,6,0,0,15,67,null,,,3,0,3,3,0,0,6,26
2020-03-10T18:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,2,0,2,15,17,2,2,0,0,17,89,null,,,-2,0,-2,4,0,0,2,22
2020-03-11T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,2,0,2,17,19,2,3,0,1,20,99,null,,,0,0,0,2,0,1,3,10
2020-03-12T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,7,0,7,19,26,7,7,0,1,27,118,null,,,5,0,5,2,0,0,7,19
2020-03-13T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,6,0,6,21,27,1,1,0,1,28,189,null,,,-1,0,-1,2,0,0,1,71
2020-03-14T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,12,0,12,29,41,14,14,0,1,42,231,null,,,6,0,6,8,0,0,14,42
2020-03-15T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,10,3,13,43,56,15,15,0,1,57,230,null,,,-2,3,1,14,0,0,15,-1
2020-03-16T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,28,5,33,70,103,47,48,0,2,105,287,null,,,18,2,20,27,0,1,48,57
2020-03-17T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,35,6,41,93,134,31,31,0,2,136,398,null,,,7,1,8,23,0,0,31,111
2020-03-18T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,41,3,44,118,162,28,29,0,3,165,486,null,,,6,-3,3,25,0,1,29,88
2020-03-19T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,47,9,56,153,209,47,50,0,6,215,608,null,,,6,6,12,35,0,3,50,122
2020-03-20T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,54,9,63,194,257,48,49,0,7,264,814,null,,,7,0,7,41,0,1,49,206
2020-03-21T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,62,15,77,227,304,47,49,1,8,313,884,null,,,8,6,14,33,1,1,49,70
2020-03-22T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,63,21,84,270,354,50,51,1,9,364,950,null,,,1,6,7,43,0,1,51,66
2020-03-23T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,69,20,89,290,379,25,29,2,12,393,1098,null,,,6,-1,5,20,1,3,29,148
2020-03-24T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,71,20,91,288,379,0,7,2,19,400,1180,null,,,2,0,2,-2,0,7,7,82
2020-03-25T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,70,25,95,280,375,-4,1,2,24,401,1200,null,,,-1,5,4,-8,0,5,1,20
2020-03-26T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,73,24,97,281,378,3,7,2,28,408,1203,null,,,3,-1,2,1,0,4,7,3
2020-03-27T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,91,24,115,298,413,35,44,2,37,452,1252,null,,,18,0,18,17,0,9,44,49
2020-03-28T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,90,26,116,352,468,55,59,2,41,511,1380,null,,,-1,2,1,54,0,4,59,128
2020-03-29T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,90,26,116,423,539,71,73,2,43,584,1480,null,,,0,0,0,71,0,2,73,100
2020-03-30T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,92,26,118,400,518,-21,0,16,50,584,1536,null,,,2,0,2,-23,14,7,0,56
2020-03-31T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,91,26,117,435,552,34,44,20,56,628,1582,null,,,-1,0,-1,35,4,6,44,46
2020-04-01T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,85,27,112,428,540,-12,3,32,59,631,1717,null,,,-6,1,-5,-7,12,3,3,135
2020-04-02T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,85,25,110,446,556,16,37,49,63,668,1934,null,,,0,-2,-2,18,17,4,37,217
2020-04-03T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,85,25,110,450,560,4,51,89,70,719,2106,null,,,0,0,0,4,40,7,51,172
2020-04-04T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,63,23,86,474,560,0,29,106,82,748,2274,null,,,-22,-2,-24,24,17,12,29,168
2020-04-05T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,96,23,119,457,576,16,34,115,91,782,2390,null,,,33,0,33,-17,9,9,34,116
2020-04-06T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,109,21,130,437,567,-9,23,142,96,805,2590,null,,,13,-2,11,-20,27,5,23,200
2020-04-07T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,118,17,135,458,593,26,30,142,100,835,2754,null,,,9,-4,5,21,0,4,30,164
2020-04-08T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,120,20,140,466,606,13,15,142,102,850,2953,null,,,2,3,5,8,0,2,15,199
2020-04-09T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,118,18,136,473,609,3,18,154,105,868,3142,null,,,-2,-2,-4,7,12,3,18,189
2020-04-10T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,131,16,147,455,602,-7,11,170,107,879,3328,null,,,13,-2,11,-18,16,2,11,186
2020-04-11T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,118,17,135,455,590,-12,23,205,107,902,3464,null,,,-13,1,-12,0,35,0,23,136
2020-04-12T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,109,16,125,463,588,-2,19,221,112,921,3510,null,,,-9,-1,-10,8,16,5,19,46
2020-04-13T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,109,15,124,458,582,-6,6,230,115,927,3614,null,,,0,-1,-1,-5,9,3,6,104
2020-04-14T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,112,14,126,433,559,-23,20,270,118,947,3726,null,,,3,-1,2,-25,40,3,20,112
2020-04-15T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,112,11,123,425,548,-11,11,289,121,958,3894,null,,,0,-3,-3,-8,19,3,11,168
2020-04-16T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,105,12,117,401,518,-30,13,331,122,971,4159,null,,,-7,1,-6,-24,42,1,13,265
2020-04-17T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,108,9,117,374,491,-27,22,379,123,993,4366,null,,,3,-3,0,-27,48,1,22,207
2020-04-18T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,107,10,117,432,549,58,80,400,124,1073,4521,null,,,-1,1,0,58,21,1,80,155
2020-04-19T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,102,10,112,450,562,13,15,401,125,1088,4677,3802,,,-5,0,-5,18,1,1,15,156
2020-04-20T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,102,8,110,438,548,-14,0,413,127,1088,4799,3910,,,0,-2,-2,-12,12,2,0,122
2020-04-21T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,99,8,107,415,522,-26,5,445,126,1093,4911,3969,,,-3,0,-3,-23,32,-1,5,112
2020-04-22T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,92,8,100,401,501,-21,2,467,127,1095,5024,4011,,,-7,0,-7,-14,22,1,2,113
2020-04-23T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,91,9,100,363,463,-38,1,506,127,1096,5227,4133,,,-1,1,0,-38,39,0,1,203
2020-04-24T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,88,7,95,259,354,-109,4,617,129,1100,5262,4454,,,-3,-2,-5,-104,111,2,4,35
2020-04-25T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,83,6,89,224,313,-41,0,657,130,1100,5966,4694,,,-5,-1,-6,-35,40,1,0,704
2020-04-26T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,82,7,89,165,254,-59,6,721,131,1106,6135,4624,dc-IT-0012,dc-EN-0012,-1,1,0,-59,64,1,6,169
2020-04-27T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,86,7,93,142,235,-19,5,743,133,1111,6551,4873,,,4,0,4,-23,22,2,5,416
2020-04-28T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,81,5,86,123,209,-26,8,775,135,1119,6897,5069,,,-5,-2,-7,-19,32,2,8,346
2020-04-29T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,78,5,83,52,135,-74,5,852,137,1124,7181,5337,,,-3,0,-3,-71,77,2,5,284
2020-04-30T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,76,4,80,9,89,-46,4,902,137,1128,7631,5647,,,-2,-1,-3,-43,50,0,4,450
2020-05-01T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,72,3,75,17,92,3,5,904,137,1133,7769,5818,,,-4,-1,-5,8,2,0,5,138
2020-05-02T17:00:00,ITA,2,Valle d\'Aosta,45.73750286,7.320149366,70,3,73,25,98,6,3,901,137,1136,7951,5931,,,-2,0,-2,8,-3,0,3,182
2020-02-24T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,1
2020-02-26T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,0
2020-02-27T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,0
2020-02-28T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,0
2020-02-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,null,,,0,0,0,0,0,0,0,0
2020-03-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,29,null,,,0,0,0,0,0,0,0,28
2020-03-02T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,29,null,,,0,0,0,0,0,0,0,0
2020-03-03T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,0,1,1,1,0,0,1,29,null,,,1,0,1,0,0,0,1,0
2020-03-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,1,2,1,1,0,0,2,42,null,,,0,0,0,1,0,0,1,13
2020-03-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,0,2,0,0,0,0,2,50,null,,,1,0,1,-1,0,0,0,8
2020-03-06T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,3,3,0,0,5,99,null,,,0,0,0,3,0,0,3,49
2020-03-07T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,0,0,0,0,5,99,null,,,0,0,0,0,0,0,0,0
2020-03-08T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,6,6,0,0,11,149,null,,,3,0,3,3,0,0,6,50
2020-03-09T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,8,0,8,11,19,8,8,0,0,19,185,null,,,3,0,3,5,0,0,8,36
2020-03-10T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,9,0,9,11,20,1,1,0,0,20,204,null,,,1,0,1,0,0,0,1,19
2020-03-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,10,0,10,27,37,17,17,0,0,37,283,null,,,1,0,1,16,0,0,17,79
2020-03-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,27,39,2,2,0,0,39,302,null,,,2,0,2,0,0,0,2,19
2020-03-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,31,43,4,4,0,0,43,504,null,,,0,0,0,4,0,0,4,202
2020-03-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,14,0,14,33,47,4,4,0,0,47,530,null,,,2,0,2,2,0,0,4,26
2020-03-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,16,0,16,59,75,28,30,0,2,77,613,null,,,2,0,2,26,0,2,30,83
2020-03-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,39,0,39,66,105,30,30,0,2,107,797,null,,,23,0,23,7,0,0,30,184
2020-03-17T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,36,4,40,75,115,10,10,0,2,117,1003,null,,,-3,4,1,9,0,0,10,206
2020-03-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,42,7,49,83,132,17,17,0,2,134,1135,null,,,6,3,9,8,0,0,17,132
2020-03-19T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,43,9,52,152,204,72,72,0,2,206,1334,null,,,1,2,3,69,0,0,72,199
2020-03-20T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,56,15,71,217,288,84,87,3,2,293,1912,null,,,13,6,19,65,3,0,87,578
2020-03-21T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,65,16,81,240,321,33,37,5,4,330,2297,null,,,9,1,10,23,2,2,37,385
2020-03-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,67,16,83,244,327,6,9,5,7,339,2402,null,,,2,0,2,4,0,3,9,105
2020-03-23T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,76,18,94,249,343,16,20,5,11,359,2568,null,,,9,2,11,5,0,4,20,166
2020-03-24T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,80,19,99,296,395,52,62,11,15,421,2859,null,,,4,1,5,47,6,4,62,291
2020-03-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,82,19,101,311,412,17,21,12,18,442,3019,null,,,2,0,2,15,1,3,21,160
2020-03-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,92,20,112,350,462,50,52,13,19,494,3461,null,,,10,1,11,39,1,1,52,442
2020-03-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,93,19,112,384,496,34,36,13,21,530,3801,null,,,1,-1,0,34,0,2,36,340
2020-03-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,22,117,452,569,73,94,29,26,624,4225,null,,,2,3,5,68,16,5,94,424
2020-03-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,105,23,128,454,582,13,14,29,27,638,4598,null,,,10,1,11,2,0,1,14,373
2020-03-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,485,622,40,44,32,28,682,4993,null,,,8,1,9,31,3,1,44,395
2020-03-31T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,28,141,516,657,35,40,34,31,722,5257,null,,,0,4,4,31,2,3,40,264
2020-04-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,119,27,146,529,675,18,23,36,34,745,5501,null,,,6,-1,5,13,2,3,23,244
2020-04-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,117,24,141,577,718,43,49,36,40,794,5970,null,,,-2,-3,-5,48,0,6,49,469
2020-04-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,24,146,598,744,26,31,40,41,825,6478,null,,,5,0,5,21,4,1,31,508
2020-04-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,123,24,147,642,789,45,49,44,41,874,6789,null,,,1,0,1,44,4,0,49,311
2020-04-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,126,25,151,664,815,26,33,49,43,907,7157,null,,,3,1,4,22,5,2,33,368
2020-04-06T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,123,26,149,670,819,4,15,56,47,922,7521,null,,,-3,1,-2,6,7,4,15,364
2020-04-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,26,148,673,821,2,13,62,52,935,7680,null,,,-1,0,-1,3,6,5,13,159
2020-04-08T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,112,31,143,697,840,19,40,76,59,975,8493,null,,,-10,5,-5,24,14,7,40,813
2020-04-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,106,25,131,745,876,36,51,86,64,1026,8918,null,,,-6,-6,-12,48,10,5,51,425
2020-04-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,743,876,0,37,118,69,1063,9444,null,,,1,1,2,-2,32,5,37,526
2020-04-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,751,888,12,28,130,73,1091,10120,null,,,6,-2,4,8,12,4,28,676
2020-04-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,26,135,768,903,15,22,137,73,1113,10663,null,,,-4,2,-2,17,7,0,22,543
2020-04-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,27,134,780,914,11,15,139,75,1128,11010,null,,,-2,1,-1,12,2,2,15,347
2020-04-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,24,131,769,900,-14,10,158,80,1138,11893,null,,,0,-3,-3,-11,19,5,10,883
2020-04-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,737,870,-30,23,208,83,1161,12395,null,,,0,2,2,-32,50,3,23,502
2020-04-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,24,133,732,865,-5,3,214,85,1164,12796,null,,,2,-2,0,-5,6,2,3,401
2020-04-17T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,23,136,736,872,7,14,220,86,1178,13304,null,,,4,-1,3,4,6,1,14,508
2020-04-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,112,23,135,746,881,9,20,231,86,1198,14087,null,,,-1,0,-1,10,11,0,20,783
2020-04-19T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,117,22,139,725,864,-17,17,265,86,1215,14859,13760,,,5,-1,4,-21,34,0,17,772
2020-04-20T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,115,21,136,718,854,-10,13,288,86,1228,15328,14160,,,-2,-1,-3,-7,23,0,13,469
2020-04-21T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,112,21,133,704,837,-17,8,306,93,1236,15886,14526,,,-3,0,-3,-14,18,7,8,558
2020-04-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,97,20,117,716,833,-4,11,318,96,1247,16886,15354,,,-15,-1,-16,12,12,3,11,1000
2020-04-23T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,90,20,110,707,817,-16,7,339,98,1254,17844,16094,,,-7,0,-7,-9,21,2,7,958
2020-04-24T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,19,114,690,804,-13,3,351,102,1257,19889,18050,dc-IT-0010,dc-EN-0010,5,-1,4,-17,12,4,3,2045
2020-04-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,96,18,114,680,794,-10,14,374,103,1271,20351,18480,,,1,-1,0,-10,23,1,14,462
2020-04-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,20,115,668,783,-11,9,388,109,1280,21101,19162,,,-1,2,1,-12,14,6,9,750
2020-04-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,97,19,116,660,776,-7,3,398,109,1283,21395,19424,,,2,-1,1,-8,10,0,3,294
2020-04-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,96,18,114,658,772,-4,2,404,109,1285,22116,20053,,,-1,-1,-2,-2,6,0,2,721
2020-04-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,87,17,104,657,761,-11,5,413,116,1290,23299,21071,,,-9,-1,-10,-1,9,7,5,1183
2020-04-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,87,16,103,641,744,-17,5,435,116,1295,24754,22358,,,0,-1,-1,-16,22,0,5,1455
2020-05-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,84,12,96,648,744,0,18,452,117,1313,26242,23442,,,-3,-4,-7,7,17,1,18,1488
2020-05-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,86,13,99,631,730,-14,2,466,119,1315,26990,24065,,,2,1,3,-17,14,2,2,748
2020-02-24T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,76,19,95,71,166,0,166,0,6,172,1463,null,,,0,0,0,0,0,0,0,0
2020-02-25T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,79,25,104,127,231,65,68,0,9,240,3700,null,,,79,25,104,127,0,9,240,3700
2020-02-26T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,79,25,104,145,249,18,18,0,9,258,3208,null,,,0,0,0,18,0,0,18,-492
2020-02-27T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,172,41,213,136,349,100,145,40,14,403,3320,null,,,93,16,109,-9,40,5,145,112
2020-02-28T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,235,47,282,192,474,125,128,40,17,531,4835,null,,,63,6,69,56,0,3,128,1515
2020-02-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,256,80,336,216,552,78,84,40,23,615,5723,null,,,21,33,54,24,0,6,84,888
2020-03-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,406,106,512,375,887,335,369,73,24,984,6879,null,,,150,26,176,159,33,1,369,1156
2020-03-02T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,478,127,605,472,1077,190,270,139,38,1254,7925,null,,,72,21,93,97,66,14,270,1046
2020-03-03T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,249,266,139,55,1520,9577,null,,,220,40,260,-11,0,17,266,1652
2020-03-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,877,209,1086,411,1497,171,300,250,73,1820,12138,null,,,179,42,221,-50,111,18,300,2561
2020-03-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1169,244,1413,364,1777,280,431,376,98,2251,12354,null,,,292,35,327,-47,126,25,431,216
2020-03-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1622,309,1931,77,2008,231,361,469,135,2612,13556,null,,,453,65,518,-287,93,37,361,1202
2020-03-07T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,734,808,524,154,3420,15778,null,pd-IT-0002,pd-EN-0002,39,50,89,645,55,19,808,2222
2020-03-08T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,769,550,267,4189,18534,null,,,556,40,596,34,26,113,769,2756
2020-03-09T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,1280,646,333,5469,20135,null,,,585,41,626,492,96,66,1280,1601
2020-03-10T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3319,466,3785,642,4427,-63,322,896,468,5791,21479,null,pd-IT-0004,pd-EN-0004,517,26,543,-606,250,135,322,1344
2020-03-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,1489,900,617,7280,25629,null,,,533,94,627,709,4,149,1489,4150
2020-03-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,1445,1085,744,8725,29534,null,,,395,45,440,693,185,127,1445,3905
2020-03-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1095,1198,890,9820,32700,null,,,188,45,233,603,113,146,1095,3166
2020-03-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,1865,1660,966,11685,37138,null,,,463,82,545,782,462,76,1865,4438
2020-03-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,1587,2011,1218,13272,40369,null,,,602,35,637,347,351,252,1587,3231
2020-03-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6171,823,6994,3867,10861,818,1377,2368,1420,14649,43565,null,,,671,56,727,91,357,202,1377,3196
